pl_name,is_exoplanet,hostname,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 201259803.01,FALSE POSITIVE,EPIC 201259803,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.684208,2.4e-05,-2.4e-05,0.0,,,,,5.51,0.67,-0.9,0.0,0.492,0.06,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.431,0.051,-0.069,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m31.74s,170.382257,-03d03m39.72s,-3.0610326,325.636,9.1805,-9.1805,16.809,0.423,-0.423,12.941,0.03,-0.03,16.2552,0.001704,-0.001704,2019-09-05,2019-09,2019-09-05
EPIC 201264302.01,FALSE POSITIVE,EPIC 201264302,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.2122013,2.3e-06,-1.8e-06,0.0,,,,,0.519,0.046,-0.123,0.0,0.0463,0.0041,-0.011,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.188,0.01,-0.004,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978,71.8937,0.2492,-0.2475,14.898,0.025,-0.025,10.357,0.021,-0.021,13.8198,0.000557,-0.000557,2019-09-05,2019-09,2019-09-05
EPIC 201270176.01,FALSE POSITIVE,EPIC 201270176,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.57771549,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5163.0,166.99,-108.12,0.0,1.15585,0.065907,-0.089747,0.0,0.87,0.120921,-0.093336,0.0,,,,,,4.25178,0.075081,-0.108147,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m31.81s,170.1325248,-02d54m09.48s,-2.9026339,290.883,4.203,-4.086,12.605,0.126,-0.126,10.401,0.023,-0.023,12.2983,0.003337,-0.003337,2016-12-21,2016-10,2016-12-21
EPIC 201270464.01,FALSE POSITIVE,HIP 55390,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.57771549,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7333.0,97.84,-154.55,0.0,2.56752,0.111879,-0.093196,0.0,1.66,0.350747,-0.210514,0.0,,,,,,3.83915,0.105775,-0.058461,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m32.02s,170.133417,-02d53m53.57s,-2.8982132,307.784,6.025,-5.801,9.12,0.03,-0.03,8.438,0.023,-0.023,9.0828,0.000267,-0.000267,2016-12-21,2016-10,2016-12-21
EPIC 201274010.01,FALSE POSITIVE,EPIC 201274010,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,13.0113,0.0052,-0.00422,0.0,,,,,2.43,0.25,-0.24,0.0,0.217,0.022,-0.021,0.0,,,,,,,,,,,,,,,,,,713.0,21.0,-21.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5347.0,122.0,-122.0,0.0,0.880221,,,0.0,0.92,,,0.0,,,,,,4.51267,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m14.23s,183.3092954,-02d50m39.07s,-2.844186,501.257,8.49,-8.216,14.003,0.149,-0.149,12.194,0.027,-0.027,13.8764,0.000192,-0.000192,2018-08-02,2018-08,2018-08-02
EPIC 201291843.01,FALSE POSITIVE,EPIC 201291843,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,40.70206194,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3759.0,157.0,-157.0,0.0,0.572892,0.017217,-0.017217,0.0,0.565387,0.020408,-0.020408,0.0,,,,,,4.67427,0.010428,-0.010428,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h53m40.88s,178.420349,-02d34m18.39s,-2.5717754,118.959,0.517,-0.512,14.418,0.05,-0.05,10.591,0.025,-0.025,13.6506,0.000321,-0.000321,2016-12-21,2016-10,2016-12-21
EPIC 201299088.01,FALSE POSITIVE,EPIC 201299088,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,21.204739,0.005348,-0.005523,0.0,,,,,9.11013939,1.16378405,-0.95135653,0.0,0.81,0.1,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5154.0,50.0,-50.0,0.0,1.761722,0.212777,-0.1708,0.0,,,,,-0.26,0.08,-0.08,0.0,[Fe/H],3.91,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h08m49.11s,182.2046312,-02d27m52.61s,-2.4646145,573.991,20.314,-20.314,11.965,0.103,-0.103,9.8,0.021,-0.021,11.7673,0.000431,-0.000431,2018-02-15,2018-03,2018-02-15
EPIC 201324549.01,FALSE POSITIVE,EPIC 201324549,FALSE POSITIVE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.519386,1.4e-05,-1.4e-05,0.0,,,,,19.6,5.1,-8.7,0.0,1.75,0.45,-0.78,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2.03,0.178,-0.068,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,171.2359519,-02d05m06.57s,-2.0851597,476.884,,,12.293,0.08,-0.08,10.89,0.026,-0.026,12.1049,0.000424,-0.000424,2019-09-05,2019-09,2019-09-05
EPIC 201352100.01,FALSE POSITIVE,EPIC 201352100,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,13.38382,0.00116,-0.00114,0.0,,,,,2.7,0.17,-0.1,0.0,0.24,0.015,-0.009,0.0,,,,,,,,,,,,,,,,,,608.0,9.0,-9.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5113.71,102.61,-100.12,0.0,0.65973,0.034864,-0.034925,0.0,0.86,0.105443,-0.096745,0.0,0.192,0.037,-0.037,0.0,[M/H],4.73383,0.070764,-0.081435,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m08.43s,184.0351247,-01d40m25.54s,-1.6737612,194.195,3.666,-3.535,13.002,0.08,-0.08,10.708,0.021,-0.021,12.6813,0.000146,-0.000146,2018-08-02,2018-08,2018-08-02
EPIC 201357835.01,FALSE POSITIVE,EPIC 201357835,CANDIDATE,Zink et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,11.8951,0.0014,-0.0017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,5040.0,,,0.0,0.68,0.07,-0.06,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m43.49s,185.1812113,-01d35m18.00s,-1.5883337,449.79,8.343,-8.05,12.788,0.057,-0.057,11.271,0.03,-0.03,12.627,0.000203,-0.000203,2019-09-19,2019-02,2019-09-19
EPIC 201359834.01,FALSE POSITIVE,EPIC 201359834,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,40.1401,0.0012,-0.0012,0.0,,,,,20.8,7.4,-10.0,0.0,1.86,0.66,-0.9,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.716,0.131,-0.025,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m42.02s,173.1750869,-01d33m31.62s,-1.5587834,342.596,5.901,-5.901,16.153,0.297,-0.297,12.567,0.03,-0.03,15.5853,0.000949,-0.000949,2019-09-05,2019-09,2019-09-05
EPIC 201366540.01,FALSE POSITIVE,EPIC 201366540,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.4433,0.0011,-0.0012,0.0,,,,,2.73,0.47,-2.33,0.0,0.244,0.042,-0.208,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.724,0.053,-0.041,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m56.82s,168.7367646,-01d27m43.99s,-1.4622181,328.871,4.635,-4.511,15.374,0.229,-0.229,12.165,0.024,-0.024,14.943,0.000548,-0.000548,2019-09-05,2019-09,2019-09-05
EPIC 201390927.01,FALSE POSITIVE,EPIC 201390927,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.638,0.0003,-0.00029,0.0,,,,,2.91,0.4,-0.33,0.0,0.26,0.04,-0.029,0.0,,,,,,,,,,,,,,,,,,1313.0,90.0,-88.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4264.47,90.05,-90.05,0.0,,,,,,,,,0.0784,0.0142,-0.0142,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m20.48s,184.5853275,-01d05m56.20s,-1.0989451,,,,14.872,0.195,-0.195,11.39,0.029,-0.029,14.4164,0.005014,-0.005014,2018-08-02,2018-08,2018-08-02
EPIC 201392505.01,FALSE POSITIVE,EPIC 201392505,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,27.47083,0.01089,-0.01286,0.0,,,,,3.36,0.26,-0.18,0.0,0.3,0.023,-0.016,0.0,,,,,,,,,,,,,,,,,,480.0,7.0,-7.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4947.03,127.92,-127.97,0.0,0.749863,0.038988,-0.0685,0.0,0.81,0.120024,-0.083058,0.0,-0.2022,0.0838,-0.0838,0.0,[M/H],4.59659,0.090565,-0.096421,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h12m45.23s,183.188479,-01d04m29.39s,-1.0748315,273.773,6.33,-6.056,13.687,0.103,-0.103,11.282,0.026,-0.026,13.3313,0.00051,-0.00051,2018-08-02,2018-08,2018-08-02
EPIC 201407812.01,FALSE POSITIVE,EPIC 201407812,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.8268121,,,0.0,,,,,40.1,,,0.0,3.57748238,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5736.0,,,0.0,0.98,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m10.58s,174.0440867,-00d50m26.55s,-0.8407078,649.666,21.421,-20.119,12.137,0.057,-0.057,10.399,0.024,-0.024,11.8038,0.000992,-0.000992,2015-12-05,2016-01,2015-12-05
EPIC 201427007 b,FALSE POSITIVE,EPIC 201427007,CONFIRMED,Adams et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.72091,0.00014,-0.00014,0.0,,,,,1.5,0.2,-0.2,0.0,0.13382127,0.01784284,-0.01784284,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5633.0,111.0,-111.0,0.0,0.94,0.09,-0.09,0.0,,,,,-0.053,0.24,-0.24,0.0,[Fe/H],4.4,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.391,16.79,-16.79,14.321,0.172,-0.172,12.581,0.029,-0.029,14.147,0.000208,-0.000208,2021-10-25,2021-08,2021-10-25
EPIC 201441872.01,FALSE POSITIVE,EPIC 201441872,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.44044,0.00037,-0.00038,0.0,,,,,1.32,0.15,-0.33,0.0,0.118,0.013,-0.029,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.053,0.081,-0.088,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702,243.084,3.037,-2.965,11.838,0.103,-0.103,10.484,0.053,-0.053,11.9904,0.000864,-0.000864,2019-09-05,2019-09,2019-09-05
EPIC 201445732.01,FALSE POSITIVE,EPIC 201445732,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.20381,0.00055,-0.00055,0.0,,,,,2.18,0.33,-0.6,0.0,0.194,0.029,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.1,0.14,-0.25,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h22m36.30s,170.6512345,-00d16m47.47s,-0.2798534,325.849,5.542,-5.362,12.238,0.046,-0.046,10.496,0.023,-0.023,11.8803,0.000404,-0.000404,2019-09-05,2019-09,2019-09-05
EPIC 201456770.01,FALSE POSITIVE,EPIC 201456770,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.006875,0.001371,-0.001314,0.0,,,,,2.384,0.21,-0.189,0.0,0.2126866,0.01873498,-0.01686148,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5403.0,138.0,-138.0,0.0,0.846,0.056,-0.051,0.0,0.904,0.395,-0.272,0.0,-0.047,0.235,-0.235,0.0,[Fe/H],4.538,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h22m47.38s,185.6973984,-00d07m18.78s,-0.1218824,511.581,7.718,-7.718,14.285,0.172,-0.172,12.283,0.023,-0.023,13.9771,0.000269,-0.000269,2021-11-19,2021-12,2021-11-19
EPIC 201488365.01,FALSE POSITIVE,HIP 54766,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,3.3643115,,,0.0,,,,,85.6,,,0.0,7.63672049,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,6240.0,,,0.0,1.32,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h12m44.99s,168.187478,+00d20m52.34s,0.3478732,147.352,1.189,-1.17,8.45,0.03,-0.03,7.211,0.023,-0.023,8.32033,0.000866,-0.000866,2015-12-05,2016-01,2015-12-05
EPIC 201497682 b,FALSE POSITIVE,EPIC 201497682,CONFIRMED,Heller et al. 2019,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.13174,0.00022,-0.00022,0.0,,,,,0.692,0.059,-0.048,0.0,0.0617361,0.00526363,-0.00428227,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.78,0.085,-0.17,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,1.664,-1.664,13.948,0.183,-0.183,11.438,0.026,-0.026,13.7368,0.000323,-0.000323,2019-06-03,2019-07,2019-06-13
EPIC 201497682.01,FALSE POSITIVE,EPIC 201497682,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.8394,0.003,-0.0029,0.0,,,,,1.29,0.11,-0.17,0.0,0.115,0.0098,-0.015,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.554,0.016,-0.023,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,1.664,-1.664,13.948,0.183,-0.183,11.438,0.026,-0.026,13.7368,0.000323,-0.000323,2019-09-05,2019-09,2019-09-05
EPIC 201497682.02,FALSE POSITIVE,EPIC 201497682,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.79983,0.00075,-0.00073,0.0,,,,,1.37,0.15,-0.44,0.0,0.122,0.013,-0.039,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.554,0.016,-0.023,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,1.664,-1.664,13.948,0.183,-0.183,11.438,0.026,-0.026,13.7368,0.000323,-0.000323,2019-09-05,2019-09,2019-09-05
EPIC 201497682.04,FALSE POSITIVE,EPIC 201497682,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.883,0.00032,-0.00032,0.0,,,,,1.06,0.095,-0.153,0.0,0.09456703,0.00847535,-0.01364977,0.0,,,,,,,,,,,,,,162.0,117.0,-66.0,0.0,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.554,0.016,-0.023,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,1.664,-1.664,13.948,0.183,-0.183,11.438,0.026,-0.026,13.7368,0.000323,-0.000323,2022-04-12,2019-09,2022-04-12
